id,title,slug,category,collection_tags,operator,area,location,map_query,google_maps_url,price_from,duration,difficulty,best_for,vip_headline,short_description,full_description_original_rewrite,highlights_json,included_json,excluded_json,what_to_bring,booking_notes,faq_json,cta_primary,cta_secondary,whatsapp_prefill_template,seo_title,seo_meta_description,h1,image_url_primary,image_source_url,image_search_query,image_search_url,image_alt_text,source_url,source_status,data_confidence,publish_status,notes_for_developers
exp_021,Red Canyon Bike / E-Bike Tour,red-canyon-bike-e-bike-tour-karpathos,Adventure & Watersports,"[""Adventure & Watersports"", ""Karpathos Activities""]",Meltemi Bike Shop,Pigadia,"Meltemi Bike Shop, Pigadia","Meltemi Bike Shop, Pigadia Karpathos",https://www.google.com/maps/search/?api=1&query=Meltemi+Bike+Shop%2C+Pigadia+Karpathos,€60,~3 hours,Confirm,"[""Active couples"", ""Friends"", ""E-bike guests"", ""Photography""]",A scenic ride through one of Karpathos’ more dramatic landscapes.,A bike or e-bike tour for guests who want active sightseeing and distinctive island scenery.,A strong half-day product for active couples and small groups who want more than beach time without committing to a full hike.,"[""Scenic adventure"", ""E-bike-friendly potential"", ""Good half-day activity"", ""Strong visual content opportunity""]",,,"Sports clothes, closed shoes, water, sunscreen, and comfortable cycling ability.","Confirm difficulty, route, e-bike availability, equipment, minimum age, and transport requirements.","[{""q"": ""Is Red Canyon Bike / E-Bike Tour suitable for families?"", ""a"": ""It is best for Active couples, Friends, E-bike guests, Photography. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Red Canyon Bike / E-Bike Tour take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Meltemi Bike Shop, Pigadia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Red Canyon Bike / E-Bike Tour?"", ""a"": ""Sports clothes, closed shoes, water, sunscreen, and comfortable cycling ability.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Red Canyon Bike / E-Bike Tour. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Red Canyon Bike / E-Bike Tour in Karpathos | Karpathos Activities,"Arrange Red Canyon Bike / E-Bike Tour in Karpathos. View price from €60, duration ~3 hours, area Pigadia, what to expect, and request availability.",Red Canyon Bike / E-Bike Tour in Karpathos,,,Red Canyon Bike E-Bike Tour Karpathos Meltemi,https://www.google.com/search?tbm=isch&q=Red+Canyon+Bike+E-Bike+Tour+Karpathos+Meltemi,Red Canyon Bike / E-Bike Tour in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_022,13 Churches Bike / E-Bike Tour,13-churches-bike-e-bike-tour-karpathos,Adventure & Watersports,"[""Adventure & Watersports"", ""Karpathos Activities""]",Meltemi Bike Shop,Pigadia,"Meltemi Bike Shop, Pigadia","Meltemi Bike Shop, Pigadia Karpathos",https://www.google.com/maps/search/?api=1&query=Meltemi+Bike+Shop%2C+Pigadia+Karpathos,€60,~3 hours,Confirm,"[""Culture-active guests"", ""E-bike travelers"", ""Couples"", ""Small groups""]","A cultural cycling route through chapels, views, and quiet island corners.","A bike or e-bike experience combining movement, scenery, and local cultural landmarks.","A good hybrid product: active enough to feel like an experience, cultural enough to appeal beyond serious cyclists.","[""Culture plus activity"", ""Good for e-bike guests"", ""Distinctive theme"", ""Suitable for small groups""]",,,"Sports clothes, closed shoes, water, sunscreen, and camera.","Confirm route difficulty, church stops, bike/e-bike options, equipment, and meeting point.","[{""q"": ""Is 13 Churches Bike / E-Bike Tour suitable for families?"", ""a"": ""It is best for Culture-active guests, E-bike travelers, Couples, Small groups. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does 13 Churches Bike / E-Bike Tour take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Meltemi Bike Shop, Pigadia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for 13 Churches Bike / E-Bike Tour?"", ""a"": ""Sports clothes, closed shoes, water, sunscreen, and camera.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in 13 Churches Bike / E-Bike Tour. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",13 Churches Bike / E-Bike Tour in Karpathos | Karpathos Activities,"Arrange 13 Churches Bike / E-Bike Tour in Karpathos. View price from €60, duration ~3 hours, area Pigadia, what to expect, and request availability.",13 Churches Bike / E-Bike Tour in Karpathos,,,13 Churches Bike E-Bike Tour Karpathos Meltemi,https://www.google.com/search?tbm=isch&q=13+Churches+Bike+E-Bike+Tour+Karpathos+Meltemi,13 Churches Bike / E-Bike Tour in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_023,Guided Sunset Village Tour,guided-sunset-village-tour-karpathos,Culture & Village Tours,"[""Culture & Village Tours"", ""Karpathos Activities""]",Karpathos Travel / local guide,Pigadia,Pigadia Bus Station,Pigadia Bus Station Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Bus+Station+Karpathos,€62,~8 hours,Easy,"[""Couples"", ""Culture travelers"", ""Photography"", ""Villa guests""]",A golden-hour journey through the villages and atmosphere of Karpathos.,"A guided village tour for guests who want culture, scenery, sunset, and a slower local experience.","Position as an elegant cultural afternoon/evening rather than a standard bus tour: villages, museums, Mesochori sunset, and dinner.","[""Sunset and culture positioning"", ""Easy difficulty"", ""Good for couples and older guests"", ""Dinner and transfers may be included""]",,,"Comfortable shoes, camera, sun protection, water, light jacket, and cash for optional museums/souvenirs.","Karpathos Travel lists Friday afternoon schedule, Pigadia Bus Station departure, transfers for Pigadia/Amoopi, dinner, and guide; confirm current dates and pickup list.","[{""q"": ""Is Guided Sunset Village Tour suitable for families?"", ""a"": ""It is best for Couples, Culture travelers, Photography, Villa guests. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Guided Sunset Village Tour take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia Bus Station. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Guided Sunset Village Tour?"", ""a"": ""Comfortable shoes, camera, sun protection, water, light jacket, and cash for optional museums/souvenirs.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Guided Sunset Village Tour. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Guided Sunset Village Tour in Karpathos | Karpathos Activities,"Arrange Guided Sunset Village Tour in Karpathos. View price from €62, duration ~8 hours, area Pigadia, what to expect, and request availability.",Guided Sunset Village Tour in Karpathos,https://karpathostravel.com/wp-content/uploads/2026/05/karpathos-travel-tui-sunset-village-tour-2026-34.jpg,https://karpathostravel.com/st_tour/guided-sunset-village-tour/,Karpathos sunset village tour Mesochori Othos Pyles,https://www.google.com/search?tbm=isch&q=Karpathos+sunset+village+tour+Mesochori+Othos+Pyles,Guided Sunset Village Tour in Karpathos,https://karpathostravel.com/st_tour/guided-sunset-village-tour/,detail page verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_024,Olympos Village & Diafani Day Trip,olympos-village-and-diafani-day-trip-karpathos,Culture & Village Tours,"[""Culture & Village Tours"", ""Karpathos Activities""]",Boat/bus partner,Olympos / Diafani,Pigadia Harbor,Pigadia Harbor Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Harbor+Karpathos,€30,~10 hours,Easy,"[""Culture travelers"", ""Families"", ""First-time visitors"", ""Photography""]",A full-day journey into the most iconic traditional village of Karpathos.,A day trip combining the northern village of Olympos with the coastal atmosphere of Diafani.,"Olympos is a must-see cultural highlight: traditional architecture, local character, dramatic scenery, and northern island atmosphere.","[""Iconic Karpathos destination"", ""Strong cultural appeal"", ""Good for first-time visitors"", ""Excellent photography opportunity""]",,,"Comfortable shoes, camera, sun protection, water, and cash for food/products.","Confirm transport format, guide availability, free time, lunch options, schedule, and sea/weather dependency if by boat.","[{""q"": ""Is Olympos Village & Diafani Day Trip suitable for families?"", ""a"": ""It is best for Culture travelers, Families, First-time visitors, Photography. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Olympos Village & Diafani Day Trip take place?"", ""a"": ""The listed area is Olympos / Diafani; the listed location or meeting area is Pigadia Harbor. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Olympos Village & Diafani Day Trip?"", ""a"": ""Comfortable shoes, camera, sun protection, water, and cash for food/products.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Olympos Village & Diafani Day Trip. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Olympos Village & Diafani Day Trip in Karpathos | Karpathos Activities,"Arrange Olympos Village & Diafani Day Trip in Karpathos. View price from €30, duration ~10 hours, area Olympos / Diafani, what to expect, and request availability.",Olympos Village & Diafani Day Trip in Karpathos,https://karpathostravel.com/wp-content/uploads/2026/05/karpathos-travel-tui-sunset-village-tour-2026-31-64.jpg,https://karpathostravel.com/st_tour/guided-sunset-village-tour/,Olympos village Diafani day trip Karpathos,https://www.google.com/search?tbm=isch&q=Olympos+village+Diafani+day+trip+Karpathos,Olympos Village & Diafani Day Trip in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified; details need confirmation,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_025,Saria Island Guided Tour with Transfer,saria-island-guided-tour-with-transfer-karpathos,Sea & Boat Trips,"[""Sea & Boat Trips"", ""Karpathos Activities""]",Karpathos Travel / boat partner,Saria,Pigadia Harbor,Pigadia Harbor Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Harbor+Karpathos,€55,~10 hours,Easy to moderate,"[""Families"", ""Couples"", ""Sea lovers"", ""History""]","A full-day island escape to wild Saria, arranged with ease.","A guided Saria Island day experience with transfer, combining sea, scenery, and local history.","One of the strongest sea-day products: remote, cinematic, and special. A signature full-day escape for guests who want discovery beyond a normal beach day.","[""Full-day sea escape"", ""Strong destination appeal"", ""Good for couples and families"", ""Premium photography potential""]",,,"Swimwear, towel, sunscreen, hat, water, snacks, camera, and suitable footwear if walking.","Confirm boat type, pickup/transfer details, lunch/food, swimming stops, guide language, and weather policy.","[{""q"": ""Is Saria Island Guided Tour with Transfer suitable for families?"", ""a"": ""It is best for Families, Couples, Sea lovers, History. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Saria Island Guided Tour with Transfer take place?"", ""a"": ""The listed area is Saria; the listed location or meeting area is Pigadia Harbor. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Saria Island Guided Tour with Transfer?"", ""a"": ""Swimwear, towel, sunscreen, hat, water, snacks, camera, and suitable footwear if walking.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Saria Island Guided Tour with Transfer. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Saria Island Guided Tour with Transfer in Karpathos | Karpathos Activities,"Arrange Saria Island Guided Tour with Transfer in Karpathos. View price from €55, duration ~10 hours, area Saria, what to expect, and request availability.",Saria Island Guided Tour with Transfer in Karpathos,https://karpathostravel.com/wp-content/uploads/2025/07/karpathos-travel-saria-none-guided-tour-2025-suzpa-45.jpg,https://karpathostravel.com/st_tour/saria-island-guided-tour-with-transfer/,Saria Island guided tour with transfer Karpathos,https://www.google.com/search?tbm=isch&q=Saria+Island+guided+tour+with+transfer+Karpathos,Saria Island Guided Tour with Transfer in Karpathos,https://karpathostravel.com/st_tour/saria-island-guided-tour-with-transfer/,detail page accessible; listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_026,Rock Cave Explorer by Glass-Bottom Boat,rock-cave-explorer-by-glass-bottom-boat-karpathos,Sea & Boat Trips,"[""Sea & Boat Trips"", ""Karpathos Activities""]",Nemo / boat partner,Pigadia,Pigadia Harbor,Pigadia Harbor Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Harbor+Karpathos,€35,~2 hours,Easy,"[""Families"", ""Short-trip guests"", ""Snorkeling"", ""Photography""]","A short, easy sea experience with caves, blue water, and family appeal.",A compact glass-bottom boat trip for guests who want relaxed sea activity without spending the whole day away.,"Ideal for families, older guests, and short-stay visitors who want a light sea day from Pigadia.","[""Short duration"", ""Easy family product"", ""Glass-bottom boat appeal"", ""Good for guests avoiding full-day cruises""]",,,"Swimwear if swimming is included, towel, sunscreen, water, and camera.","Confirm route, swimming stops, boat name, capacity, equipment, and weather policy.","[{""q"": ""Is Rock Cave Explorer by Glass-Bottom Boat suitable for families?"", ""a"": ""It is best for Families, Short-trip guests, Snorkeling, Photography. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Rock Cave Explorer by Glass-Bottom Boat take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia Harbor. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Rock Cave Explorer by Glass-Bottom Boat?"", ""a"": ""Swimwear if swimming is included, towel, sunscreen, water, and camera.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Rock Cave Explorer by Glass-Bottom Boat. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Rock Cave Explorer by Glass-Bottom Boat in Karpathos | Karpathos Activities,"Arrange Rock Cave Explorer by Glass-Bottom Boat in Karpathos. View price from €35, duration ~2 hours, area Pigadia, what to expect, and request availability.",Rock Cave Explorer by Glass-Bottom Boat in Karpathos,,,Rock Cave Explorer Tour glass bottom boat Karpathos Pigadia,https://www.google.com/search?tbm=isch&q=Rock+Cave+Explorer+Tour+glass+bottom+boat+Karpathos+Pigadia,Rock Cave Explorer by Glass-Bottom Boat in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_027,Famous Beaches Full-Day Cruise,famous-beaches-full-day-cruise-karpathos,Sea & Boat Trips,"[""Sea & Boat Trips"", ""Karpathos Activities""]",Boat partner,Pigadia,Pigadia Harbor,Pigadia Harbor Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Harbor+Karpathos,€30,~8 hours,Easy,"[""Families"", ""Beach lovers"", ""First-time visitors"", ""Photography""]",A relaxed full-day cruise through some of Karpathos’ most beautiful beaches.,"A beach-focused boat excursion for guests who want to swim, relax, and see multiple coastal highlights.","A very sellable product because it is easy to understand: beaches, swimming, and a beautiful day at sea without planning or driving.","[""Simple and marketable"", ""Good for families and couples"", ""Strong beach photography appeal"", ""Easy first-time visitor recommendation""]",,,"Swimwear, towel, sunscreen, hat, water, snacks/cash, and camera.","Confirm beach stops, food/lunch, boat type, pickup options, and snorkeling gear.","[{""q"": ""Is Famous Beaches Full-Day Cruise suitable for families?"", ""a"": ""It is best for Families, Beach lovers, First-time visitors, Photography. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Famous Beaches Full-Day Cruise take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia Harbor. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Famous Beaches Full-Day Cruise?"", ""a"": ""Swimwear, towel, sunscreen, hat, water, snacks/cash, and camera.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Famous Beaches Full-Day Cruise. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Famous Beaches Full-Day Cruise in Karpathos | Karpathos Activities,"Arrange Famous Beaches Full-Day Cruise in Karpathos. View price from €30, duration ~8 hours, area Pigadia, what to expect, and request availability.",Famous Beaches Full-Day Cruise in Karpathos,,,The famous beaches boat cruise Karpathos Pigadia Harbor,https://www.google.com/search?tbm=isch&q=The+famous+beaches+boat+cruise+Karpathos+Pigadia+Harbor,Famous Beaches Full-Day Cruise in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_028,Saria Island Excursion,saria-island-excursion-karpathos,Sea & Boat Trips,"[""Sea & Boat Trips"", ""Karpathos Activities""]",Boat partner,Saria,Pigadia Harbor,Pigadia Harbor Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Harbor+Karpathos,€30,~10 hours,Easy with optional hike,"[""Sea lovers"", ""History"", ""Families"", ""Adventurous couples""]","A wild island day for guests who want sea, silence, and discovery.",A full-day boat excursion to Saria Island for guests seeking a remote Karpathos experience.,"A slightly more adventurous alternative to a standard beach cruise, combining remote landscapes, island history, swimming, and discovery.","[""Remote island atmosphere"", ""Strong full-day product"", ""History/nature combination"", ""High visual appeal""]",,,"Swimwear, towel, sunscreen, water, snacks, camera, and walking shoes if hiking.","Confirm difference from guided product, inclusions, route, guide status, food, and weather policy.","[{""q"": ""Is Saria Island Excursion suitable for families?"", ""a"": ""It is best for Sea lovers, History, Families, Adventurous couples. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Saria Island Excursion take place?"", ""a"": ""The listed area is Saria; the listed location or meeting area is Pigadia Harbor. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Saria Island Excursion?"", ""a"": ""Swimwear, towel, sunscreen, water, snacks, camera, and walking shoes if hiking.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Saria Island Excursion. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Saria Island Excursion in Karpathos | Karpathos Activities,"Arrange Saria Island Excursion in Karpathos. View price from €30, duration ~10 hours, area Saria, what to expect, and request availability.",Saria Island Excursion in Karpathos,https://karpathostravel.com/wp-content/uploads/2025/07/karpathos-travel-saria-none-guided-tour-2025-suzpa-45.jpg,https://karpathostravel.com/tour-search/,The island of Saria Excursion Karpathos,https://www.google.com/search?tbm=isch&q=The+island+of+Saria+Excursion+Karpathos,Saria Island Excursion in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_029,Profitis Ilias Panoramic Hike,profitis-ilias-panoramic-hike-karpathos,Hiking Tours,"[""Hiking Tours"", ""Karpathos Activities""]",Art and Walk,Aperi,Aperi Municipal Stadium,Aperi Municipal Stadium Karpathos,https://www.google.com/maps/search/?api=1&query=Aperi+Municipal+Stadium+Karpathos,€48,~4 hours,Moderate,"[""Hikers"", ""View seekers"", ""Active couples"", ""Photography""]",A refined mountain walk to one of Karpathos’ rewarding viewpoints.,A guided hike toward Profitis Ilias with panoramic views and deeper landscape context.,"A strong active-but-not-extreme experience with elevation reward, views, and local storytelling.","[""Beautiful viewpoints"", ""Moderate active experience"", ""Good for photographers"", ""Strong guided-walk product""]",,,"Hiking shoes, water, hat, sunscreen, light snack, and camera.","Confirm meeting point, route difficulty, minimum age, transport, water requirements, and heat policy.","[{""q"": ""Is Profitis Ilias Panoramic Hike suitable for families?"", ""a"": ""It is best for Hikers, View seekers, Active couples, Photography. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Profitis Ilias Panoramic Hike take place?"", ""a"": ""The listed area is Aperi; the listed location or meeting area is Aperi Municipal Stadium. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Profitis Ilias Panoramic Hike?"", ""a"": ""Hiking shoes, water, hat, sunscreen, light snack, and camera.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Profitis Ilias Panoramic Hike. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Profitis Ilias Panoramic Hike in Karpathos | Karpathos Activities,"Arrange Profitis Ilias Panoramic Hike in Karpathos. View price from €48, duration ~4 hours, area Aperi, what to expect, and request availability.",Profitis Ilias Panoramic Hike in Karpathos,,https://artandwalk.com/,Profitis Ilias Hike Aperi Karpathos Art and Walk,https://www.google.com/search?tbm=isch&q=Profitis+Ilias+Hike+Aperi+Karpathos+Art+and+Walk,Profitis Ilias Panoramic Hike in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified; Art and Walk operator,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_030,Mountain Villages Walk with Local Flavor,mountain-villages-walk-with-local-flavor-karpathos,Hiking Tours,"[""Hiking Tours"", ""Karpathos Activities""]",Art and Walk,Volada / Pini,"Art and Walk, Pini","Art and Walk, Pini Karpathos",https://www.google.com/maps/search/?api=1&query=Art+and+Walk%2C+Pini+Karpathos,€60,~3 hours,Moderate,"[""Couples"", ""Villa guests"", ""Food culture"", ""Moderate hikers""]","A graceful walk through mountain villages, views, and local flavor.","A guided mountain-village walk combining scenery, culture, and traditional Karpathos flavor.",One of the most attractive walks because it combines nature with cultural value and can appeal beyond serious hikers.,"[""Hike plus culture"", ""Strong villa guest fit"", ""Good for couples"", ""Higher perceived value with local flavor""]",,,"Walking shoes, water, sun protection, camera, and cash if drinks/extras are not included.","Confirm food/lunch inclusions, route, pickup options, group size, and difficulty.","[{""q"": ""Is Mountain Villages Walk with Local Flavor suitable for families?"", ""a"": ""It is best for Couples, Villa guests, Food culture, Moderate hikers. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Mountain Villages Walk with Local Flavor take place?"", ""a"": ""The listed area is Volada / Pini; the listed location or meeting area is Art and Walk, Pini. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Mountain Villages Walk with Local Flavor?"", ""a"": ""Walking shoes, water, sun protection, camera, and cash if drinks/extras are not included.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Mountain Villages Walk with Local Flavor. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Mountain Villages Walk with Local Flavor in Karpathos | Karpathos Activities,"Arrange Mountain Villages Walk with Local Flavor in Karpathos. View price from €60, duration ~3 hours, area Volada / Pini, what to expect, and request availability.",Mountain Villages Walk with Local Flavor in Karpathos,,https://artandwalk.com/,Mountain Villages Walk Art and Walk Pini Karpathos,https://www.google.com/search?tbm=isch&q=Mountain+Villages+Walk+Art+and+Walk+Pini+Karpathos,Mountain Villages Walk with Local Flavor in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified; Art and Walk operator,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
